dataset,column,family,dtype,full_non_null_count,full_missing_count,full_missing_pct,sample_unique_count,sample_unique_pct,sample_non_null_examples,sample_min,sample_max,sample_mean,sample_std,sample_top_values,is_protected,remove_reason
drive_raw,Activity.DAB,Activity,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,Activity.MSISDN,Activity,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,Activity.Round Trip Time,Activity,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,Activity.TCP Connection Time,Activity,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,Browsing.Access Time,Browsing,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,Browsing.DNS Time,Browsing,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,Browsing.Data Size,Browsing,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,Browsing.Total Time,Browsing,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,Browsing.Transfer Time,Browsing,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,Extra_KPIs.CSFB After VoLTE,Extra_KPIs,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,Extra_KPIs.MO VoLTE Call Setup Time,Extra_KPIs,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,Extra_KPIs.MT CSFB Call Setup Time,Extra_KPIs,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,Extra_KPIs.MT CSFB Return Time,Extra_KPIs,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,Extra_KPIs.MT Call Setup Time,Extra_KPIs,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,Extra_KPIs.MT VoLTE Call Setup Time,Extra_KPIs,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,Extra_KPIs.SIP Registration Delay,Extra_KPIs,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,Extra_KPIs.WE WIFI OTP Time,Extra_KPIs,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,GSM - CellConfigurations - CellReselectionOffset,GSM,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,GSM - CellConfigurations - IRAT_FDD_QOffset,GSM,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,GSM - CellConfigurations - IRAT_QSearch_I,GSM,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,GSM - CellConfigurations - ServPriorityClass,GSM,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,GSM - ChannelConfigurations - CCH_T3168,GSM,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,GSM - ChannelConfigurations - CCH_T3192,GSM,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,GSM - ChannelConfigurations - CELL_RESELECT_OFFSET,GSM,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
drive_raw,GSM - ChannelConfigurations - NMO,GSM,float64,0,64949,100.0,0,0.0,[],,,,,,False,100% missing
